Weir Name,Stream Name,Year,Obs Date,Obs Day (mm/dd),Weir Count Type,Species,Maturity,Count
Situk Lower,Situk RIver,1988,6/7/1988,7-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1988,6/10/1988,10-Jun,Counted live,Sockeye,Adult,1
Situk Lower,Situk RIver,1988,6/11/1988,11-Jun,Counted live,Sockeye,Adult,1
Situk Lower,Situk RIver,1988,6/17/1988,17-Jun,Counted live,Sockeye,Adult,3
Situk Lower,Situk RIver,1988,6/18/1988,18-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1988,6/19/1988,19-Jun,Counted live,Sockeye,Adult,3
Situk Lower,Situk RIver,1988,6/20/1988,20-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1988,6/22/1988,22-Jun,Counted live,Sockeye,Adult,957
Situk Lower,Situk RIver,1988,6/24/1988,24-Jun,Counted live,Sockeye,Adult,14
Situk Lower,Situk RIver,1988,6/25/1988,25-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,1988,6/26/1988,26-Jun,Counted live,Sockeye,Adult,35
Situk Lower,Situk RIver,1988,6/27/1988,27-Jun,Counted live,Sockeye,Adult,25
Situk Lower,Situk RIver,1988,6/28/1988,28-Jun,Counted live,Sockeye,Adult,1144
Situk Lower,Situk RIver,1988,6/29/1988,29-Jun,Counted live,Sockeye,Adult,8145
Situk Lower,Situk RIver,1988,6/30/1988,30-Jun,Counted live,Sockeye,Adult,1775
Situk Lower,Situk RIver,1988,7/1/1988,1-Jul,Counted live,Sockeye,Adult,604
Situk Lower,Situk RIver,1988,7/2/1988,2-Jul,Counted live,Sockeye,Adult,2755
Situk Lower,Situk RIver,1988,7/3/1988,3-Jul,Counted live,Sockeye,Adult,987
Situk Lower,Situk RIver,1988,7/4/1988,4-Jul,Counted live,Sockeye,Adult,94
Situk Lower,Situk RIver,1988,7/5/1988,5-Jul,Counted live,Sockeye,Adult,253
Situk Lower,Situk RIver,1988,7/6/1988,6-Jul,Counted live,Sockeye,Adult,490
Situk Lower,Situk RIver,1988,7/6/1988,6-Jul,Weir mortalities,Sockeye,Adult,1
Situk Lower,Situk RIver,1988,7/7/1988,7-Jul,Counted live,Sockeye,Adult,3679
Situk Lower,Situk RIver,1988,7/8/1988,8-Jul,Counted live,Sockeye,Adult,281
Situk Lower,Situk RIver,1988,7/8/1988,8-Jul,Weir mortalities,Sockeye,Adult,1
Situk Lower,Situk RIver,1988,7/9/1988,9-Jul,Counted live,Sockeye,Adult,20
Situk Lower,Situk RIver,1988,7/9/1988,9-Jul,Weir mortalities,Sockeye,Adult,1
Situk Lower,Situk RIver,1988,7/10/1988,10-Jul,Counted live,Sockeye,Adult,1329
Situk Lower,Situk RIver,1988,7/10/1988,10-Jul,Weir mortalities,Sockeye,Adult,1
Situk Lower,Situk RIver,1988,7/11/1988,11-Jul,Counted live,Sockeye,Adult,1683
Situk Lower,Situk RIver,1988,7/12/1988,12-Jul,Counted live,Sockeye,Adult,1021
Situk Lower,Situk RIver,1988,7/13/1988,13-Jul,Counted live,Sockeye,Adult,4210
Situk Lower,Situk RIver,1988,7/14/1988,14-Jul,Counted live,Sockeye,Adult,255
Situk Lower,Situk RIver,1988,7/15/1988,15-Jul,Counted live,Sockeye,Adult,72
Situk Lower,Situk RIver,1988,7/15/1988,15-Jul,Weir mortalities,Sockeye,Adult,1
Situk Lower,Situk RIver,1988,7/16/1988,16-Jul,Counted live,Sockeye,Adult,175
Situk Lower,Situk RIver,1988,7/17/1988,17-Jul,Counted live,Sockeye,Adult,190
Situk Lower,Situk RIver,1988,7/18/1988,18-Jul,Counted live,Sockeye,Adult,519
Situk Lower,Situk RIver,1988,7/18/1988,18-Jul,Weir mortalities,Sockeye,Adult,3
Situk Lower,Situk RIver,1988,7/19/1988,19-Jul,Counted live,Sockeye,Adult,1714
Situk Lower,Situk RIver,1988,7/20/1988,20-Jul,Counted live,Sockeye,Adult,717
Situk Lower,Situk RIver,1988,7/21/1988,21-Jul,Counted live,Sockeye,Adult,64
Situk Lower,Situk RIver,1988,7/23/1988,23-Jul,Counted live,Sockeye,Adult,2275
Situk Lower,Situk RIver,1988,7/24/1988,24-Jul,Counted live,Sockeye,Adult,4
Situk Lower,Situk RIver,1988,7/25/1988,25-Jul,Counted live,Sockeye,Adult,3378
Situk Lower,Situk RIver,1988,7/26/1988,26-Jul,Counted live,Sockeye,Adult,484
Situk Lower,Situk RIver,1988,7/27/1988,27-Jul,Counted live,Sockeye,Adult,219
Situk Lower,Situk RIver,1988,7/28/1988,28-Jul,Counted live,Sockeye,Adult,1113
Situk Lower,Situk RIver,1988,7/28/1988,28-Jul,Weir mortalities,Sockeye,Adult,1
Situk Lower,Situk RIver,1988,7/29/1988,29-Jul,Counted live,Sockeye,Adult,948
Situk Lower,Situk RIver,1988,7/29/1988,29-Jul,Weir mortalities,Sockeye,Adult,4
Situk Lower,Situk RIver,1988,7/30/1988,30-Jul,Counted live,Sockeye,Adult,1074
Situk Lower,Situk RIver,1988,7/31/1988,31-Jul,Counted live,Sockeye,Adult,377
Situk Lower,Situk RIver,1988,8/1/1988,1-Aug,Counted live,Sockeye,Adult,101
Situk Lower,Situk RIver,1988,8/2/1988,2-Aug,Counted live,Sockeye,Adult,1319
Situk Lower,Situk RIver,1988,8/3/1988,3-Aug,Counted live,Sockeye,Adult,57
Situk Lower,Situk RIver,1988,8/4/1988,4-Aug,Counted live,Sockeye,Adult,445
Situk Lower,Situk RIver,1988,8/5/1988,5-Aug,Counted live,Sockeye,Adult,323
Situk Lower,Situk RIver,1988,8/6/1988,6-Aug,Counted live,Sockeye,Adult,323
Situk Lower,Situk RIver,1988,8/7/1988,7-Aug,Counted live,Sockeye,Adult,7
Situk Lower,Situk RIver,1988,8/8/1988,8-Aug,Counted live,Sockeye,Adult,76
Situk Lower,Situk RIver,1988,8/9/1988,9-Aug,Counted live,Sockeye,Adult,15
Situk Lower,Situk RIver,1988,8/10/1988,10-Aug,Counted live,Sockeye,Adult,44
Situk Lower,Situk RIver,1988,8/11/1988,11-Aug,Counted live,Sockeye,Adult,64
Situk Lower,Situk RIver,1988,8/12/1988,12-Aug,Counted live,Sockeye,Adult,81
Situk Lower,Situk RIver,1988,8/13/1988,13-Aug,Counted live,Sockeye,Adult,56
Situk Lower,Situk RIver,1988,8/14/1988,14-Aug,Counted live,Sockeye,Adult,123
Situk Lower,Situk RIver,1988,8/15/1988,15-Aug,Counted live,Sockeye,Adult,98
Situk Lower,Situk RIver,1988,8/16/1988,16-Aug,Counted live,Sockeye,Adult,50
Situk Lower,Situk RIver,1988,8/17/1988,17-Aug,Counted live,Sockeye,Adult,38
Situk Lower,Situk RIver,1988,8/18/1988,18-Aug,Counted live,Sockeye,Adult,30
Situk Lower,Situk RIver,1988,8/19/1988,19-Aug,Counted live,Sockeye,Adult,19
Situk Lower,Situk RIver,1988,8/20/1988,20-Aug,Counted live,Sockeye,Adult,28
Situk Lower,Situk RIver,1988,8/21/1988,21-Aug,Counted live,Sockeye,Adult,9
Situk Lower,Situk RIver,1989,5/31/1989,31-May,Counted live,Sockeye,Adult,11
Situk Lower,Situk RIver,1989,6/1/1989,1-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,1989,6/2/1989,2-Jun,Counted live,Sockeye,Adult,6
Situk Lower,Situk RIver,1989,6/3/1989,3-Jun,Counted live,Sockeye,Adult,7
Situk Lower,Situk RIver,1989,6/4/1989,4-Jun,Counted live,Sockeye,Adult,33
Situk Lower,Situk RIver,1989,6/5/1989,5-Jun,Counted live,Sockeye,Adult,77
Situk Lower,Situk RIver,1989,6/7/1989,7-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,1989,6/8/1989,8-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1989,6/10/1989,10-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,1989,6/11/1989,11-Jun,Counted live,Sockeye,Adult,947
Situk Lower,Situk RIver,1989,6/12/1989,12-Jun,Counted live,Sockeye,Adult,675
Situk Lower,Situk RIver,1989,6/13/1989,13-Jun,Counted live,Sockeye,Adult,252
Situk Lower,Situk RIver,1989,6/14/1989,14-Jun,Counted live,Sockeye,Adult,226
Situk Lower,Situk RIver,1989,6/15/1989,15-Jun,Counted live,Sockeye,Adult,23
Situk Lower,Situk RIver,1989,6/16/1989,16-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1989,6/17/1989,17-Jun,Counted live,Sockeye,Adult,4592
Situk Lower,Situk RIver,1989,6/18/1989,18-Jun,Counted live,Sockeye,Adult,1317
Situk Lower,Situk RIver,1989,6/19/1989,19-Jun,Counted live,Sockeye,Adult,1506
Situk Lower,Situk RIver,1989,6/20/1989,20-Jun,Counted live,Sockeye,Adult,640
Situk Lower,Situk RIver,1989,6/21/1989,21-Jun,Counted live,Sockeye,Adult,2968
Situk Lower,Situk RIver,1989,6/22/1989,22-Jun,Counted live,Sockeye,Adult,880
Situk Lower,Situk RIver,1989,6/23/1989,23-Jun,Counted live,Sockeye,Adult,1649
Situk Lower,Situk RIver,1989,6/24/1989,24-Jun,Counted live,Sockeye,Adult,2297
Situk Lower,Situk RIver,1989,6/25/1989,25-Jun,Counted live,Sockeye,Adult,2247
Situk Lower,Situk RIver,1989,6/26/1989,26-Jun,Counted live,Sockeye,Adult,504
Situk Lower,Situk RIver,1989,6/27/1989,27-Jun,Counted live,Sockeye,Adult,5845
Situk Lower,Situk RIver,1989,6/28/1989,28-Jun,Counted live,Sockeye,Adult,5818
Situk Lower,Situk RIver,1989,6/29/1989,29-Jun,Counted live,Sockeye,Adult,1254
Situk Lower,Situk RIver,1989,6/30/1989,30-Jun,Counted live,Sockeye,Adult,1120
Situk Lower,Situk RIver,1989,7/1/1989,1-Jul,Counted live,Sockeye,Adult,1393
Situk Lower,Situk RIver,1989,7/2/1989,2-Jul,Counted live,Sockeye,Adult,1449
Situk Lower,Situk RIver,1989,7/3/1989,3-Jul,Counted live,Sockeye,Adult,1911
Situk Lower,Situk RIver,1989,7/4/1989,4-Jul,Counted live,Sockeye,Adult,3438
Situk Lower,Situk RIver,1989,7/5/1989,5-Jul,Counted live,Sockeye,Adult,1374
Situk Lower,Situk RIver,1989,7/6/1989,6-Jul,Counted live,Sockeye,Adult,76
Situk Lower,Situk RIver,1989,7/7/1989,7-Jul,Counted live,Sockeye,Adult,1684
Situk Lower,Situk RIver,1989,7/8/1989,8-Jul,Counted live,Sockeye,Adult,930
Situk Lower,Situk RIver,1989,7/9/1989,9-Jul,Counted live,Sockeye,Adult,3613
Situk Lower,Situk RIver,1989,7/10/1989,10-Jul,Counted live,Sockeye,Adult,4184
Situk Lower,Situk RIver,1989,7/11/1989,11-Jul,Counted live,Sockeye,Adult,2423
Situk Lower,Situk RIver,1989,7/12/1989,12-Jul,Counted live,Sockeye,Adult,1499
Situk Lower,Situk RIver,1989,7/13/1989,13-Jul,Counted live,Sockeye,Adult,1190
Situk Lower,Situk RIver,1989,7/14/1989,14-Jul,Counted live,Sockeye,Adult,548
Situk Lower,Situk RIver,1989,7/15/1989,15-Jul,Counted live,Sockeye,Adult,94
Situk Lower,Situk RIver,1989,7/16/1989,16-Jul,Counted live,Sockeye,Adult,601
Situk Lower,Situk RIver,1989,7/17/1989,17-Jul,Counted live,Sockeye,Adult,472
Situk Lower,Situk RIver,1989,7/18/1989,18-Jul,Counted live,Sockeye,Adult,937
Situk Lower,Situk RIver,1989,7/19/1989,19-Jul,Counted live,Sockeye,Adult,1156
Situk Lower,Situk RIver,1989,7/20/1989,20-Jul,Counted live,Sockeye,Adult,1017
Situk Lower,Situk RIver,1989,7/21/1989,21-Jul,Counted live,Sockeye,Adult,897
Situk Lower,Situk RIver,1989,7/22/1989,22-Jul,Counted live,Sockeye,Adult,110
Situk Lower,Situk RIver,1989,7/23/1989,23-Jul,Counted live,Sockeye,Adult,951
Situk Lower,Situk RIver,1989,7/24/1989,24-Jul,Counted live,Sockeye,Adult,70
Situk Lower,Situk RIver,1989,7/25/1989,25-Jul,Counted live,Sockeye,Adult,2758
Situk Lower,Situk RIver,1989,7/26/1989,26-Jul,Counted live,Sockeye,Adult,1649
Situk Lower,Situk RIver,1989,7/27/1989,27-Jul,Counted live,Sockeye,Adult,1136
Situk Lower,Situk RIver,1989,7/28/1989,28-Jul,Counted live,Sockeye,Adult,2267
Situk Lower,Situk RIver,1989,7/29/1989,29-Jul,Counted live,Sockeye,Adult,1654
Situk Lower,Situk RIver,1989,7/30/1989,30-Jul,Counted live,Sockeye,Adult,473
Situk Lower,Situk RIver,1989,7/31/1989,31-Jul,Counted live,Sockeye,Adult,458
Situk Lower,Situk RIver,1989,8/1/1989,1-Aug,Counted live,Sockeye,Adult,737
Situk Lower,Situk RIver,1989,8/2/1989,2-Aug,Counted live,Sockeye,Adult,1188
Situk Lower,Situk RIver,1989,8/3/1989,3-Aug,Counted live,Sockeye,Adult,1013
Situk Lower,Situk RIver,1989,8/4/1989,4-Aug,Counted live,Sockeye,Adult,1045
Situk Lower,Situk RIver,1989,8/5/1989,5-Aug,Counted live,Sockeye,Adult,250
Situk Lower,Situk RIver,1989,8/6/1989,6-Aug,Counted live,Sockeye,Adult,562
Situk Lower,Situk RIver,1989,8/7/1989,7-Aug,Counted live,Sockeye,Adult,195
Situk Lower,Situk RIver,1989,8/8/1989,8-Aug,Counted live,Sockeye,Adult,313
Situk Lower,Situk RIver,1989,8/9/1989,9-Aug,Counted live,Sockeye,Adult,255
Situk Lower,Situk RIver,1989,8/10/1989,10-Aug,Counted live,Sockeye,Adult,242
Situk Lower,Situk RIver,1989,8/11/1989,11-Aug,Counted live,Sockeye,Adult,213
Situk Lower,Situk RIver,1989,8/12/1989,12-Aug,Counted live,Sockeye,Adult,67
Situk Lower,Situk RIver,1989,8/13/1989,13-Aug,Counted live,Sockeye,Adult,332
Situk Lower,Situk RIver,1989,8/14/1989,14-Aug,Counted live,Sockeye,Adult,174
Situk Lower,Situk RIver,1989,8/15/1989,15-Aug,Counted live,Sockeye,Adult,227
Situk Lower,Situk RIver,1989,8/16/1989,16-Aug,Counted live,Sockeye,Adult,234
Situk Lower,Situk RIver,1989,8/17/1989,17-Aug,Counted live,Sockeye,Adult,11
Situk Lower,Situk RIver,1990,6/1/1990,1-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,1990,6/2/1990,2-Jun,Counted live,Sockeye,Adult,1
Situk Lower,Situk RIver,1990,6/3/1990,3-Jun,Counted live,Sockeye,Adult,8
Situk Lower,Situk RIver,1990,6/4/1990,4-Jun,Counted live,Sockeye,Adult,4
Situk Lower,Situk RIver,1990,6/5/1990,5-Jun,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,1990,6/6/1990,6-Jun,Counted live,Sockeye,Adult,4
Situk Lower,Situk RIver,1990,6/7/1990,7-Jun,Counted live,Sockeye,Adult,17
Situk Lower,Situk RIver,1990,6/9/1990,9-Jun,Counted live,Sockeye,Adult,15
Situk Lower,Situk RIver,1990,6/10/1990,10-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1990,6/11/1990,11-Jun,Counted live,Sockeye,Adult,1
Situk Lower,Situk RIver,1990,6/13/1990,13-Jun,Counted live,Sockeye,Adult,87
Situk Lower,Situk RIver,1990,6/14/1990,14-Jun,Counted live,Sockeye,Adult,263
Situk Lower,Situk RIver,1990,6/15/1990,15-Jun,Counted live,Sockeye,Adult,384
Situk Lower,Situk RIver,1990,6/16/1990,16-Jun,Counted live,Sockeye,Adult,173
Situk Lower,Situk RIver,1990,6/17/1990,17-Jun,Counted live,Sockeye,Adult,730
Situk Lower,Situk RIver,1990,6/18/1990,18-Jun,Counted live,Sockeye,Adult,1015
Situk Lower,Situk RIver,1990,6/19/1990,19-Jun,Counted live,Sockeye,Adult,2132
Situk Lower,Situk RIver,1990,6/20/1990,20-Jun,Counted live,Sockeye,Adult,34
Situk Lower,Situk RIver,1990,6/21/1990,21-Jun,Counted live,Sockeye,Adult,3310
Situk Lower,Situk RIver,1990,6/22/1990,22-Jun,Counted live,Sockeye,Adult,107
Situk Lower,Situk RIver,1990,6/23/1990,23-Jun,Counted live,Sockeye,Adult,1435
Situk Lower,Situk RIver,1990,6/24/1990,24-Jun,Counted live,Sockeye,Adult,89
Situk Lower,Situk RIver,1990,6/25/1990,25-Jun,Counted live,Sockeye,Adult,1004
Situk Lower,Situk RIver,1990,6/26/1990,26-Jun,Counted live,Sockeye,Adult,5016
Situk Lower,Situk RIver,1990,6/27/1990,27-Jun,Counted live,Sockeye,Adult,1001
Situk Lower,Situk RIver,1990,6/28/1990,28-Jun,Counted live,Sockeye,Adult,1549
Situk Lower,Situk RIver,1990,6/29/1990,29-Jun,Counted live,Sockeye,Adult,937
Situk Lower,Situk RIver,1990,6/30/1990,30-Jun,Counted live,Sockeye,Adult,1486
Situk Lower,Situk RIver,1990,7/1/1990,1-Jul,Counted live,Sockeye,Adult,190
Situk Lower,Situk RIver,1990,7/2/1990,2-Jul,Counted live,Sockeye,Adult,1100
Situk Lower,Situk RIver,1990,7/3/1990,3-Jul,Counted live,Sockeye,Adult,2948
Situk Lower,Situk RIver,1990,7/4/1990,4-Jul,Counted live,Sockeye,Adult,2833
Situk Lower,Situk RIver,1990,7/5/1990,5-Jul,Counted live,Sockeye,Adult,70
Situk Lower,Situk RIver,1990,7/6/1990,6-Jul,Counted live,Sockeye,Adult,10
Situk Lower,Situk RIver,1990,7/7/1990,7-Jul,Counted live,Sockeye,Adult,996
Situk Lower,Situk RIver,1990,7/8/1990,8-Jul,Counted live,Sockeye,Adult,709
Situk Lower,Situk RIver,1990,7/9/1990,9-Jul,Counted live,Sockeye,Adult,2109
Situk Lower,Situk RIver,1990,7/10/1990,10-Jul,Counted live,Sockeye,Adult,1482
Situk Lower,Situk RIver,1990,7/11/1990,11-Jul,Counted live,Sockeye,Adult,216
Situk Lower,Situk RIver,1990,7/12/1990,12-Jul,Counted live,Sockeye,Adult,222
Situk Lower,Situk RIver,1990,7/13/1990,13-Jul,Counted live,Sockeye,Adult,839
Situk Lower,Situk RIver,1990,7/14/1990,14-Jul,Counted live,Sockeye,Adult,560
Situk Lower,Situk RIver,1990,7/15/1990,15-Jul,Counted live,Sockeye,Adult,3556
Situk Lower,Situk RIver,1990,7/16/1990,16-Jul,Counted live,Sockeye,Adult,4923
Situk Lower,Situk RIver,1990,7/17/1990,17-Jul,Counted live,Sockeye,Adult,1751
Situk Lower,Situk RIver,1990,7/18/1990,18-Jul,Counted live,Sockeye,Adult,940
Situk Lower,Situk RIver,1990,7/19/1990,19-Jul,Counted live,Sockeye,Adult,1398
Situk Lower,Situk RIver,1990,7/20/1990,20-Jul,Counted live,Sockeye,Adult,3513
Situk Lower,Situk RIver,1990,7/21/1990,21-Jul,Counted live,Sockeye,Adult,2606
Situk Lower,Situk RIver,1990,7/22/1990,22-Jul,Counted live,Sockeye,Adult,3713
Situk Lower,Situk RIver,1990,7/23/1990,23-Jul,Counted live,Sockeye,Adult,619
Situk Lower,Situk RIver,1990,7/24/1990,24-Jul,Counted live,Sockeye,Adult,1366
Situk Lower,Situk RIver,1990,7/25/1990,25-Jul,Counted live,Sockeye,Adult,341
Situk Lower,Situk RIver,1990,7/26/1990,26-Jul,Counted live,Sockeye,Adult,280
Situk Lower,Situk RIver,1990,7/27/1990,27-Jul,Counted live,Sockeye,Adult,1118
Situk Lower,Situk RIver,1990,7/28/1990,28-Jul,Counted live,Sockeye,Adult,153
Situk Lower,Situk RIver,1991,5/9/1991,9-May,Zero fish observed,Sockeye,Adult,0
Situk Lower,Situk RIver,1991,5/10/1991,10-May,Zero fish observed,Sockeye,Adult,0
Situk Lower,Situk RIver,1991,5/11/1991,11-May,Zero fish observed,Sockeye,Adult,0
Situk Lower,Situk RIver,1991,5/28/1991,28-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,5/29/1991,29-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,5/30/1991,30-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,5/31/1991,31-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/1/1991,1-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/2/1991,2-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/3/1991,3-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/4/1991,4-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/5/1991,5-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/6/1991,6-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/7/1991,7-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/8/1991,8-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/9/1991,9-Jun,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1991,6/10/1991,10-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1991,6/11/1991,11-Jun,Counted live,Sockeye,Adult,0
Situk Lower,Situk RIver,1991,6/12/1991,12-Jun,Counted live,Sockeye,Adult,3
Situk Lower,Situk RIver,1991,6/13/1991,13-Jun,Counted live,Sockeye,Adult,111
Situk Lower,Situk RIver,1991,6/15/1991,15-Jun,Counted live,Sockeye,Adult,170
Situk Lower,Situk RIver,1991,6/16/1991,16-Jun,Counted live,Sockeye,Adult,11
Situk Lower,Situk RIver,1991,6/19/1991,19-Jun,Counted live,Sockeye,Adult,1156
Situk Lower,Situk RIver,1991,6/20/1991,20-Jun,Counted live,Sockeye,Adult,1486
Situk Lower,Situk RIver,1991,6/21/1991,21-Jun,Counted live,Sockeye,Adult,1726
Situk Lower,Situk RIver,1991,6/22/1991,22-Jun,Counted live,Sockeye,Adult,2967
Situk Lower,Situk RIver,1991,6/23/1991,23-Jun,Counted live,Sockeye,Adult,123
Situk Lower,Situk RIver,1991,6/24/1991,24-Jun,Counted live,Sockeye,Adult,32
Situk Lower,Situk RIver,1991,6/25/1991,25-Jun,Counted live,Sockeye,Adult,1523
Situk Lower,Situk RIver,1991,6/26/1991,26-Jun,Counted live,Sockeye,Adult,203
Situk Lower,Situk RIver,1991,6/27/1991,27-Jun,Counted live,Sockeye,Adult,570
Situk Lower,Situk RIver,1991,6/28/1991,28-Jun,Counted live,Sockeye,Adult,2156
Situk Lower,Situk RIver,1991,6/29/1991,29-Jun,Counted live,Sockeye,Adult,3239
Situk Lower,Situk RIver,1991,6/30/1991,30-Jun,Counted live,Sockeye,Adult,4753
Situk Lower,Situk RIver,1991,7/1/1991,1-Jul,Counted live,Sockeye,Adult,2743
Situk Lower,Situk RIver,1991,7/2/1991,2-Jul,Counted live,Sockeye,Adult,2707
Situk Lower,Situk RIver,1991,7/3/1991,3-Jul,Counted live,Sockeye,Adult,6045
Situk Lower,Situk RIver,1991,7/4/1991,4-Jul,Counted live,Sockeye,Adult,390
Situk Lower,Situk RIver,1991,7/5/1991,5-Jul,Counted live,Sockeye,Adult,132
Situk Lower,Situk RIver,1991,7/6/1991,6-Jul,Counted live,Sockeye,Adult,1171
Situk Lower,Situk RIver,1991,7/7/1991,7-Jul,Counted live,Sockeye,Adult,1334
Situk Lower,Situk RIver,1991,7/8/1991,8-Jul,Counted live,Sockeye,Adult,833
Situk Lower,Situk RIver,1991,7/9/1991,9-Jul,Counted live,Sockeye,Adult,5578
Situk Lower,Situk RIver,1991,7/10/1991,10-Jul,Counted live,Sockeye,Adult,3682
Situk Lower,Situk RIver,1991,7/11/1991,11-Jul,Counted live,Sockeye,Adult,755
Situk Lower,Situk RIver,1991,7/11/1991,11-Jul,Estimated live,Sockeye,Adult,2000
Situk Lower,Situk RIver,1991,7/12/1991,12-Jul,Counted live,Sockeye,Adult,1233
Situk Lower,Situk RIver,1991,7/13/1991,13-Jul,Counted live,Sockeye,Adult,2907
Situk Lower,Situk RIver,1991,7/14/1991,14-Jul,Counted live,Sockeye,Adult,1979
Situk Lower,Situk RIver,1991,7/15/1991,15-Jul,Counted live,Sockeye,Adult,2595
Situk Lower,Situk RIver,1991,7/16/1991,16-Jul,Counted live,Sockeye,Adult,1562
Situk Lower,Situk RIver,1991,7/17/1991,17-Jul,Counted live,Sockeye,Adult,2638
Situk Lower,Situk RIver,1991,7/18/1991,18-Jul,Counted live,Sockeye,Adult,1481
Situk Lower,Situk RIver,1991,7/19/1991,19-Jul,Counted live,Sockeye,Adult,1894
Situk Lower,Situk RIver,1991,7/20/1991,20-Jul,Counted live,Sockeye,Adult,911
Situk Lower,Situk RIver,1991,7/21/1991,21-Jul,Counted live,Sockeye,Adult,2587
Situk Lower,Situk RIver,1991,7/22/1991,22-Jul,Counted live,Sockeye,Adult,641
Situk Lower,Situk RIver,1991,7/23/1991,23-Jul,Counted live,Sockeye,Adult,229
Situk Lower,Situk RIver,1991,7/23/1991,23-Jul,Weir mortalities,Sockeye,Adult,2
Situk Lower,Situk RIver,1991,7/24/1991,24-Jul,Estimated live,Sockeye,Adult,500
Situk Lower,Situk RIver,1991,7/25/1991,25-Jul,Counted live,Sockeye,Adult,101
Situk Lower,Situk RIver,1991,7/26/1991,26-Jul,Counted live,Sockeye,Adult,578
Situk Lower,Situk RIver,1991,7/27/1991,27-Jul,Counted live,Sockeye,Adult,300
Situk Lower,Situk RIver,1992,5/4/1992,4-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/5/1992,5-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/6/1992,6-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/7/1992,7-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/8/1992,8-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/9/1992,9-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/10/1992,10-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/11/1992,11-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/12/1992,12-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/13/1992,13-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/14/1992,14-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/15/1992,15-May,Weir closed on this date,Sockeye,Adult,
Situk Lower,Situk RIver,1992,5/28/1992,28-May,Counted live,Sockeye,Adult,4
Situk Lower,Situk RIver,1992,5/29/1992,29-May,Counted live,Sockeye,Adult,5
Situk Lower,Situk RIver,1992,5/30/1992,30-May,Counted live,Sockeye,Adult,14
Situk Lower,Situk RIver,1992,5/31/1992,31-May,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1992,6/1/1992,1-Jun,Counted live,Sockeye,Adult,2
Situk Lower,Situk RIver,1992,6/2/1992,2-Jun,Counted live,Sockeye,Adult,4
Situk Lower,Situk RIver,1992,6/3/1992,3-Jun,Counted live,Sockeye,Adult,6
Situk Lower,Situk RIver,1992,6/4/1992,4-Jun,Counted live,Sockeye,Adult,7
Situk Lower,Situk RIver,1992,6/5/1992,5-Jun,Counted live,Sockeye,Adult,21
Situk Lower,Situk RIver,1992,6/6/1992,6-Jun,Counted live,Sockeye,Adult,17
Situk Lower,Situk RIver,1992,6/7/1992,7-Jun,Counted live,Sockeye,Adult,13
